2|SB1|6|1|311102331122331222534424534444555544
1|SB1|6|1|000000200010223111223355423355333555
2|SB1|6|1|111000122204111204332244555545555555
3|SB1|6|1|100000101000111002133322443335445555
4|SB1|6|1|002221022111022111033331455533445555
3|SB1|6|1|000001003001243011243315445555455555
1|SB1|6|1|000333110003512233522533545533555553
2|SB1|6|1|001111022111002555444435454435555555
3|SB1|6|1|011133002113022213224333554433555533
3|SB1|6|1|000000001110011124031224335244355544
2|SB1|6|1|000111030313233333233344223444225444
4|SB1|6|1|100000111220332224344424334444554444
1|SB1|6|1|000000100030002030333030343333344533
2|SB1|6|1|000001000111023111223333223334553444
2|SB1|6|1|000221400231422231442233544553555553
2|SB1|6|1|000033200113255533245335245355555555
2|SB1|6|1|111100122102122202132222133342555444
2|SB1|6|1|001113001113204113444153444555445555
2|SB1|6|1|311120331122331122534422555442555542
2|SB1|6|1|000000110002134002134442535442555444
2|SB1|6|1|022111222211422111422131444333555533
2|SB1|6|1|002222011222044425034225334425355555
2|SB1|6|1|300000322221324244324444522444552444
3|SB1|6|1|011222001112333332333334533444553444
3|SB1|6|1|100002111022100025133325433225333555
2|SB1|6|1|011111111111223341255341555344555544
3|SB1|6|1|220011223001423335422335444335444455
2|SB1|6|1|000000002011022222035222335542355222
2|SB1|6|1|220001322011322000330044300044550444
2|SB1|6|1|001111000111022111223113433333443555
3|SB1|6|1|000111000211022221225344255444255544
2|SB1|6|1|000000000001520011522031544333533333
4|SB1|6|1|001111401311400322400325444525444555
2|SB1|6|1|000111001111552211352414352444552444
4|SB1|6|1|012222011222022225333455344445345555
2|SB1|6|1|000002113332133222133322435222435222
2|SB1|6|1|000113022113022113024433024435024435
1|SB1|6|1|011111433331442331443333443353433553
2|SB1|6|1|000011023001223011233333243335233355
2|SB1|6|1|000000001111002211442335542555555555
3|SB1|6|1|001222301222305222335422355444335544
2|SB1|6|1|000011000112000022530222555242555544
1|SB1|6|1|000000111000441200344440444450455550
1|SB1|6|1|111220155222555222335222355442355422
3|SB1|6|1|200111221131223331422235455535444555
2|SB1|6|1|001333011113211133244435244445444445
3|SB1|6|1|111000231110233100223140533144553344
2|SB1|6|1|000000110000222300422330444530455530
2|SB1|6|1|112022112222122222333352445352555552
2|SB1|6|1|000000000011222221333221334551355555
2|SB1|6|1|000000111030422330455530445533455533
2|SB1|6|1|000011000011221111233444225454255554
2|SB1|6|1|100000111222133332133322143342544444
2|SB1|6|1|000113000133022223022223224225244455
2|SB1|6|1|221110211111222144323114333444555555
1|SB1|6|1|000001000101220111223333224343254443
2|SB1|6|1|200000211303212333222553242533225555
3|SB1|6|1|111000111110124130224430444330553333
2|SB1|6|1|000111000011022211322221335544333555
2|SB1|6|1|000111000011023311222333222433554443
2|SB1|6|1|203111233314223314222344223344555344
4|SB1|6|1|001111000111211111233111235544335544
2|SB1|6|1|012222011112002222332244522224555554
4|SB1|6|1|000001000011211111245513245533225555
3|SB1|6|1|000000110022440022440332445532444555
2|SB1|6|1|220000120033122003122333524433554444
2|SB1|6|1|001222501222503222533442555444555544
2|SB1|6|1|333300111322411332443355445555444555
2|SB1|6|1|113300122333222323422223444555455555
2|SB1|6|1|220000120000122200155230145530445533
2|SB1|6|1|002111022121022221555533455333455553
4|SB1|6|1|111000111020121020322220352544555554
4|SB1|6|1|100000111000111220334422334422355422
3|SB1|6|1|000000120000222200333244344445335555
4|SB1|6|1|000111011112014132044333044353044553
2|SB1|6|1|000011020011222011223114253114255514
4|SB1|6|1|110000111020131220433322455352445552
2|SB1|6|1|000000100000111322143325443555455555
1|SB1|6|1|000000300201330244300224222244225244
3|SB1|6|1|220000221000222220222230444533455555
2|SB1|6|1|000012000112033342333444343344544444
2|SB1|6|1|201111201111221111244135244535245555
3|SB1|6|1|110000111222131125331155344155335555
2|SB1|6|1|000001000001022111332444552244555544
2|SB1|6|1|200111222133222335224335244455224555
2|SB1|6|1|022222331112333312531114534444555444
3|SB1|6|1|000001333001233011233315243555333555
1|SB1|6|1|222000122003552203522333544433553333
2|SB1|6|1|100555145555144352143355143355333555
2|SB1|6|1|001112011142011442351142351442555444
2|SB1|6|1|222210221111224115224335444455444455
2|SB1|6|1|301111332111322211325241355441555411
1|SB1|6|1|333001333301233001333011555541555111
3|SB1|6|1|000011005111005522035542335442555555
2|SB1|6|1|111033121133122233122253442553455555
4|SB1|6|1|000111300111332211352444552444554444
2|SB1|6|1|200000202100222130221133411133455553
3|SB1|6|1|200011220013222333223333222344522344
2|SB1|6|1|110004110044532244532244522244555244
2|SB1|6|1|111104111004111224132244532544555544
2|SB1|6|1|000333001322000332443322444325444355
2|SB1|6|1|000000220001233304533334533444553344
4|SB1|6|1|220000120000122000112030142533445533
2|SB1|6|1|222100223103223333223444525444555544
4|SB1|6|1|100000111000111200132220335554355544
2|SB1|6|1|300001322221322255332455444455555555
2|SB1|6|1|111000110000122200132200333404555444
4|SB1|6|1|200001200011221111422113452133555555
3|SB1|6|1|002222500021530221532221552541555541
1|SB1|6|1|111110321212322222333342353442355544
4|SB1|6|1|122200123330122233114553444555555555
2|SB1|6|1|000111001111001222333242333445333555
3|SB1|6|1|122230111233122223122533442533445533
2|SB1|6|1|000111020115420315433315444515555555
2|SB1|6|1|112203112233112223154233554553555553
2|SB1|6|1|223300123300122333133335143355555555
2|SB1|6|1|000000033011223001533111544141554444
2|SB1|6|1|000000011000221111521333544433555444
2|SB1|6|1|200000222015223315222315423335555555
3|SB1|6|1|110000111002113022133225134445333555
3|SB1|6|1|000011020111020111224335244435245555
1|SB1|6|1|000000111203112203122203142553555533
2|SB1|6|1|111220122244333224333444355544555554
4|SB1|6|1|000001002011002441332241534241554441
2|SB1|6|1|000001000011002113505553545553555533
2|SB1|6|1|000000104002134022134555334455355555
2|SB1|6|1|110000111120111420354422554442554444
3|SB1|6|1|011111011131021131024433004533004553
2|SB1|6|1|442200412220442220443300444300555500
4|SB1|6|1|000111000111332211322441322244552244
3|SB1|6|1|000000221111322221325111325514355555
4|SB1|6|1|000111001122001122001333443355443355
4|SB1|6|1|332001332201332211355244555244555444
2|SB1|6|1|100000113000113002113305143335443555
2|SB1|6|1|000011000113021113022533044533045553
2|SB1|6|1|220011220411223444523444554444555554
3|SB1|6|1|001111300011332222535552533542555522
2|SB1|6|1|211005211055233555243335243355333555
3|SB1|6|1|000124001124300224333444353445355555
2|SB1|6|1|000001000111220111233114555444554444
2|SB1|6|1|001111201111222111242331245311255511
4|SB1|6|1|111002311022344425333455334445333455
2|SB1|6|1|330111331121333224322244555445555555
2|SB1|6|1|111000311220312200333344555554555555
2|SB1|6|1|200004202014222334233344223344233544
3|SB1|6|1|000022111002141442341452344455355555
2|SB1|6|1|100002111322413325413225455555555555
3|SB1|6|1|000002111022131222131442533422555442
2|SB1|6|1|000213022213002113022533455553555533
4|SB1|6|1|100000111100211100225300225334555344
2|SB1|6|1|001113001133421133411113444455455555
2|SB1|6|1|000005110055311255314555344555555555
2|SB1|6|1|000011020011022011223331233344255334
2|SB1|6|1|122000112020112020312222344422445555
4|SB1|6|1|000001000011022111223333255344255344
2|SB1|6|1|202111222111222251233554235544255555
2|SB1|6|1|200001202111222221442531542511555555
3|SB1|6|1|100000113200133222133334134434533444
4|SB1|6|1|111000111000111124132224533554555544
2|SB1|6|1|011133001113002153555553554444555554
4|SB1|6|1|000222100222110222333252344452335555
2|SB1|6|1|000011000112031112033222333442353444
2|SB1|6|1|100000111002111022333322455522555222
2|SB1|6|1|000111331122333222434422444442555542
2|SB1|6|1|111100111110422000442003444503455553
3|SB1|6|1|220111200001222211222233422335444555
2|SB1|6|1|001111001111203111203334223444555444
3|SB1|6|1|100000110040311240312244222254555554
2|SB1|6|1|110000511000511220531220544400555440
4|SB1|6|1|001222001112011222311112333544555544
1|SB1|6|1|222033220031222333422235455555555555
4|SB1|6|1|111022100022100224330444355444335444
2|SB1|6|1|001122441322443352444355444355333355
2|SB1|6|1|000001000101200111223144523444554444
2|SB1|6|1|000002001112333512355522335542555222
2|SB1|6|1|133000113000133220333220433522455552
3|SB1|6|1|003333200113211133111113414553444555
2|SB1|6|1|111033133333112323112223142223444455
3|SB1|6|1|200000222001252211252533455553555553
4|SB1|6|1|000111001121033322000355044355444555
2|SB1|6|1|200001202111222111253514255544225544
2|SB1|6|1|000011000111002221455235455225445555
2|SB1|6|1|100333133333132253222553442253455555
2|SB1|6|1|301111331111322211322222524442555542
2|SB1|6|1|001111500011502221533221553341555511
4|SB1|6|1|000002000112000122553322555442544422
2|SB1|6|1|100055122035122335222335442355433355
2|SB1|6|1|001222011122013112033142033444533334
2|SB1|6|1|022111222231442233422233444533445555
2|SB1|6|1|311002311022331022331554331154335555
3|SB1|6|1|111000111130221130422233445533555333
1|SB1|6|1|003333033122033322033322055442052222
2|SB1|6|1|200111220111222211334211334515335555
4|SB1|6|1|111100111100133224533324535324555544
2|SB1|6|1|111110111110311120333222334444355444
3|SB1|6|1|000111001101200001243331243355233355
4|SB1|6|1|000000010022113022333224333424355444
2|SB1|6|1|112220122222132244335444335444355444
1|SB1|6|1|000000100020300022330422344442555444
3|SB1|6|1|001111001111200000233044253334555534
2|SB1|6|1|001112311222332222333244355444355554
2|SB1|6|1|200011202011222313223333233334533444
2|SB1|6|1|001111011121333221353241553341555551
2|SB1|6|1|022111222211222214333244553444555444
3|SB1|6|1|110000110200112240133244135224555444
2|SB1|6|1|000000000001220311533314553344553333
2|SB1|6|1|100000111000111322313322333424533444
2|SB1|6|1|100044100444110042143442544444554444
2|SB1|6|1|110000311110322220333320452220555520
3|SB1|6|1|110000111030220030222230242333445555
3|SB1|6|1|111002111222131222534442533422555422
2|SB1|6|1|000033020031023333533333554443555333
2|SB1|6|1|011222001122311422331422344442335544
2|SB1|6|1|000111221131241335443355443335555555
2|SB1|6|1|000011000112000122303442333342533344
4|SB1|6|1|210000211100214100224333524443553333
3|SB1|6|1|000011002011202413222443234443533333
1|SB1|6|1|110022111222111252113252433355335555
3|SB1|6|1|002111002211222333224433224434544444
2|SB1|6|1|200011222313222333223353244353444455
4|SB1|6|1|000111001111002221222531422533455553
2|SB1|6|1|204433224113244133554135554535555555
2|SB1|6|1|110222110232112233144433144455114455
1|SB1|6|1|000022310024355224354444354444355444
2|SB1|6|1|000011011114033124031124033354055555
2|SB1|6|1|000000220111200033240535245535445555
2|SB1|6|1|000001220011220013222013245533555555
4|SB1|6|1|300000301110331122334111434415444555
1|SB1|6|1|022222002221422233442233444553445555
2|SB1|6|1|110000311100334124534114534444555444
4|SB1|6|1|111200121222122233154333554443555333
4|SB1|6|1|000111020011022214023334222554255544
1|SB1|6|1|112022112222111322113322433322443552
2|SB1|6|1|000122011122044122034422033444333544
2|SB1|6|1|100000111123411223413333444433444453
3|SB1|6|1|000011011112033322000355443355455555
2|SB1|6|1|133300111302131322131335433335555555
4|SB1|6|1|110000130022130022333222353424553444
3|SB1|6|1|111102111222122222325242355444335555
2|SB1|6|1|001111001111201111244131244335244555
2|SB1|6|1|222220211130222233224333444355444355
2|SB1|6|1|112200132222132222333222335442335542
2|SB1|6|1|000011444015241115441335445355555555
3|SB1|6|1|001111001111200114223144333544555544
3|SB1|6|1|000004030014233014223344233444553344
2|SB1|6|1|011111444311442331444531445531445531
2|SB1|6|1|000000111020113020333220333324534444
2|SB1|6|1|022211222221422222422232442333445553
1|SB1|6|1|122000112000122200355224555524555555
2|SB1|6|1|000011002001002111332241332441554441
2|SB1|6|1|011142311142331442331144355544355554
1|SB1|6|1|011111222241552244532224552244555554
3|SB1|6|1|110000113300114302444333455355445555
3|SB1|6|1|110003111033112033140035144435444555
2|SB1|6|1|000000122300442330442330442533445533
3|SB1|6|1|000011000111002211022331422533455555
2|SB1|6|1|000001002211022213222233254443254333
2|SB1|6|1|100000110020342220344200344440555444
2|SB1|6|1|000000020001221111233144233344254444
2|SB1|6|1|322202314222334222334225444445445555
4|SB1|6|1|330111330001322221355524335544555554
1|SB1|6|1|001111201111202111202113222433254433
2|SB1|6|1|112023112223112333122433144433444553
2|SB1|6|1|000000241100243000443350444550455550
2|SB1|6|1|001111001111201114233314533344555344
2|SB1|6|1|110032513332533232553222553344555334
1|SB1|6|1|003333023213022213022113022433055533
2|SB1|6|1|000000110024000024330024355524333555
3|SB1|6|1|220000200001205003225033245553445553
1|SB1|6|1|000000120000122200223230243333443533
2|SB1|6|1|222001222111425135445135445535555555
2|SB1|6|1|000222110002330222333222334444555544
2|SB1|6|1|000222100022155224135524115224155544
2|SB1|6|1|110000311000311220332222534444534444
3|SB1|6|1|000000011200011222333233353334553334
2|SB1|6|1|330011300011332231533334544444555555
3|SB1|6|1|000000211100222113224433224333544433
2|SB1|6|1|000000100002110002330004350444355444
2|SB1|6|1|000222001122311222333442354442354442
2|SB1|6|1|302222300021355224355424335444555554
3|SB1|6|1|000022000112030222030444335544555544
3|SB1|6|1|220000211000223000223340223344555544
1|SB1|6|1|001111111111212111222331543331555511
1|SB1|6|1|000111002111022211355224554444554444
1|SB1|6|1|111000211100221330221530455500555000
2|SB1|6|1|110000311220331120331120344400354444
2|SB1|6|1|111002313222333222353222353442355544
2|SB1|6|1|000011000111033332003344005344055344
4|SB1|6|1|001111000011200111223144223554555554
3|SB1|6|1|000000001130022133021113224513244553
3|SB1|6|1|222100221103222233445535444555444555
3|SB1|6|1|000111111111112311222335242535245555
2|SB1|6|1|000012001112005222355442555542555522
2|SB1|6|1|110022100222130224332244335444335444
2|SB1|6|1|110003111103221133221335241355255555
2|SB1|6|1|111300411302411302415333445333445553
3|SB1|6|1|000011033112034442033344003344053444
3|SB1|6|1|000111000021002222022232455535455555
1|SB1|6|1|200000222011220001222331444333544333
2|SB1|6|1|200011201111225111225331255344225555
2|SB1|6|1|000000110020410223413333444453444453
2|SB1|6|1|222000220001222333443333445553555553
2|SB1|6|1|222110222114233144223114533344555334
3|SB1|6|1|111100112200113220133220335424555444
2|SB1|6|1|111000121110223330333434333444354444
3|SB1|6|1|211110221133221333221355244455445555
